ENSID	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_edgeR	pval_Voom	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_Voom	Flags_.MT1_PMO.	Flags_.MT1_SC.	Flags_tot
ENSG00000224609	1.5307988	FGGY-DT	FGGY divergent transcript [Source:HGNC Symbol;Acc:HGNC:55265]				1,076856e-02	1,5307988	 0,6361630	5,019007e-03	1,5231209	 0,6386230	 3	 3	 6
ENSG00000225067	1.5199283	RPL23AP2	ribosomal protein L23a pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10319]				2,765232e-02	1,5199283	 0,4306936	3,909439e-03	1,5091945	 0,4331536	 1	 3	 4
ENSG00000225536	1.7459773	STIP1P3	stress induced phosphoprotein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49554]				3,797737e-03	1,7459773	 0,5342479	7,565615e-03	1,7267886	 0,5367079	 1	 3	 4
ENSG00000225778	0.6408207	PROSER2-AS1	PROSER2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27343]				8,202997e-03	0,6408207	 0,5754664	2,516593e-02	0,6472642	 0,5730063	 3	 2	 5
ENSG00000225850	1.6162594	---	novel transcript				1,517748e-02	1,6162594	 0,4448765	1,073627e-03	1,6011042	 0,4473365	 0	 3	 3
ENSG00000227999	0.6661420	MTND5P1	MT-ND5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39644]				2,932459e-02	0,6661420	 0,4531833				 3	 1	 4
ENSG00000228021	0.6015603	---	novel transcript				1,959264e-02	0,6015603	 0,4179280	3,927507e-02	0,6121488	 0,4154679	 3	 0	 3
ENSG00000228318	0.5399755	---	novel transcript	3,561211e-02	0,5399755	  19,249315	4,527894e-04	0,5395611	 0,9040976				 3	 1	 4
ENSG00000228649	0.6155032	SNHG26	small nucleolar RNA host gene 26 [Source:HGNC Symbol;Acc:HGNC:53131]				1,873589e-02	0,6155032	 0,4170152	1,535355e-02	0,6254698	 0,4145552	 3	 0	 3
ENSG00000229251	1.5424825	HNRNPA1P8	heterogeneous nuclear ribonucleoprotein A1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39126]				2,420854e-02	1,5424825	 0,3914769	3,071982e-02	1,5295329	 0,3939369	 1	 2	 3
ENSG00000229393	1.5920131	---	novel transcript				9,085155e-03	1,5920131	 0,5051389				 1	 3	 4
ENSG00000229407	1.5971376	---	novel transcript				7,242791e-03	1,5971376	 0,5645133	4,154516e-03	1,5859228	 0,5669733	 2	 3	 5
ENSG00000229953	0.6434911	BCAN-AS2	BCAN antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56267]				1,364684e-02	0,6434911	 0,5295316	4,320083e-03	0,6503945	 0,5270716	 3	 1	 4
ENSG00000230140	0.5683628	NPAS2-AS1	NPAS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40408]	4,245990e-02	0,5683628	  14,410334	1,985268e-03	0,5671144	 0,6783586	4,170799e-02	0,5747341	 0,6758985	 3	 0	 3
ENSG00000230393	0.6647570	---	novel transcript				2,925202e-02	0,6647570	 0,4339165				 3	 0	 3
ENSG00000232803	0.6622270	SLCO4A1-AS1	SLCO4A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40537]				1,428984e-02	0,6622270	 0,5333512				 3	 2	 5
ENSG00000232810	0.5388959	TNF	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	4,744808e-02	0,5388959	  11,718454	2,258425e-03	0,5379893	 0,5511985	1,280394e-02	0,5484883	 0,5487384	 3	 0	 3
ENSG00000233725	0.6486049	NRAD1	non-coding RNA in the aldehyde dehydrogenase 1A pathway [Source:HGNC Symbol;Acc:HGNC:26981]				3,140959e-02	0,6486049	 0,4679198				 3	 1	 4
ENSG00000233735	0.6582754	---	novel transcript				4,956750e-02	0,6582754	 0,3315107				 2	 0	 2
ENSG00000234921	0.5385903	---	novel transcript, antisense to LHX2				4,514705e-08	0,5385903	 2,0211135				 3	 3	 6
ENSG00000236148	1.5091363	RPL23AP37	ribosomal protein L23a pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:35664]				4,891558e-02	1,5091363	 0,3515548				 0	 3	 3
ENSG00000237338	1.5525855	FTCD-AS1	FTCD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40243]				5,688984e-03	1,5525855	 0,7364786	9,968887e-03	1,5453100	 0,7389386	 3	 3	 6
ENSG00000237493	1.8536851	---	RAB13 member RAS oncogene family pseudogene				6,488328e-03	1,8536851	 0,4428821	4,228980e-02	1,8230588	 0,4453421	 0	 2	 2
ENSG00000237928	1.5333815	NFIA-AS2	NFIA antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40401]	3,517310e-02	1,5333815	  18,319379	2,785157e-03	1,5305606	 0,8554885	3,048550e-03	1,5248300	 0,8579484	 3	 3	 6
ENSG00000237988	0.6638912	OR2I1P	olfactory receptor family 2 subfamily I member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8258]	1,134243e-08	0,6638912	 264,206339	5,469838e-16	0,6625226	12,4536282	1,759283e-03	0,6627930	12,4511677	 3	 3	 6
ENSG00000238098	0.6096828	ABCA17P	ATP binding cassette subfamily A member 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:32972]				2,590423e-02	0,6096828	 0,3738199	2,534327e-02	0,6210717	 0,3713598	 2	 0	 2
ENSG00000239881	0.5826193	RPS27P25	ribosomal protein S27 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36020]				2,278547e-02	0,5826193	 0,3654122	5,180758e-03	0,5957235	 0,3629522	 2	 0	 2
ENSG00000240086	0.6637240	---	novel transcript, antisense to EPHB1				3,999784e-02	0,6637240	 0,3923300				 3	 1	 4
ENSG00000241679	1.8623598	---	novel transcript	4,298125e-02	1,8623598	  12,011188	2,842268e-03	1,8571389	 0,5604718	1,071535e-02	1,8325177	 0,5629318	 0	 2	 2
ENSG00000243649	0.6628194	CFB	complement factor B [Source:HGNC Symbol;Acc:HGNC:1037]	1,118791e-06	0,6628194	 120,449334	8,564379e-10	0,6614910	 5,6768051	2,005311e-04	0,6620869	 5,6743449	 3	 3	 6
ENSG00000243910	1.5358227	TUBA4B	tubulin alpha 4b [Source:HGNC Symbol;Acc:HGNC:18637]				1,171083e-02	1,5358227	 0,5991101	1,391780e-02	1,5275053	 0,6015701	 3	 3	 6
ENSG00000245719	0.6358792	SKOR1-AS1	SKOR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56365]				4,875361e-02	0,6358792	 0,3565845				 2	 0	 2
ENSG00000245750	1.5024227	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration [Source:HGNC Symbol;Acc:HGNC:27082]				3,350409e-02	1,5024227	 0,4321059				 2	 3	 5
ENSG00000245857	0.6526210	GS1-24F4.2	uncharacterized LOC100652791 [Source:NCBI gene (formerly Entrezgene);Acc:100652791]				2,088906e-02	0,6526210	 0,4436593	2,199505e-02	0,6604737	 0,4411993	 3	 1	 4
ENSG00000246375	0.5653790	PPM1K-DT	PPM1K divergent transcript [Source:HGNC Symbol;Acc:HGNC:54093]				1,886287e-03	0,5653790	 0,5947052	3,168463e-02	0,5741154	 0,5922452	 3	 1	 4
ENSG00000248265	1.6350492	FLJ12825	uncharacterized LOC440101 [Source:NCBI gene (formerly Entrezgene);Acc:440101]	3,739635e-02	1,6350492	  94,286248	6,138134e-10	1,6301146	 4,3912076				 3	 3	 6
ENSG00000248329	1.8354896	APELA	apelin receptor early endogenous ligand [Source:HGNC Symbol;Acc:HGNC:48925]	1,848058e-02	1,8354896	  16,347340	3,656707e-04	1,8314720	 0,7634659	7,012622e-03	1,8143789	 0,7659259	 1	 3	 4
ENSG00000248719	1.5624512	PRDM8-AS1	PRDM8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55581]				3,739435e-02	1,5624512	 0,3631400				 0	 2	 2
ENSG00000248924	0.6332906	---	heterogeneous nuclear ribonucleoprotein A1 (HNRNPA1) pseudogene				7,045856e-03	0,6332906	 0,6045148	1,808080e-02	0,6396560	 0,6020547	 3	 1	 4
ENSG00000249568	0.6546946	---	novel transcript	1,783949e-02	0,6546946	  26,008556	3,575606e-04	0,6529768	 1,2273137	2,942461e-02	0,6558418	 1,2248537	 3	 3	 6
ENSG00000250377	0.4733757	---	novel transcript	2,982777e-02	0,4733757	  15,314685	7,138077e-05	0,4728129	 0,7200942				 2	 1	 3
ENSG00000251002	1.5939501	TRD-AS1	TRD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56197]				3,479738e-02	1,5939501	 0,3597598	4,181812e-03	1,5767829	 0,3622198	 0	 2	 2
ENSG00000254254	1.5599909	PENK-AS1	PENK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55519]	2,644889e-03	1,5599909	  38,104197	4,055102e-05	1,5563961	 1,7771943	2,403292e-03	1,5533045	 1,7796542	 3	 3	 6
ENSG00000254618	0.6588578	TMED10P1	transmembrane p24 trafficking protein 10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30754]							1,507544e-02	0,6588578	 0,3166697	 2	 0	 2
ENSG00000254944	0.5610133	ATP5PBP5	ATP synthase peripheral stalk-membrane subunit b pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39746]				4,350529e-03	0,5610133	 0,5621783	6,706630e-03	0,5704126	 0,5597183	 3	 0	 3
ENSG00000255277	1.8326989	ABCC6P2	ATP binding cassette subfamily C member 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33353]	1,611819e-02	1,8326989	  16,727051	5,077336e-04	1,8286659	 0,7815164	6,601820e-04	1,8120783	 0,7839764	 2	 3	 5
ENSG00000255282	0.5268413	WTAPP1	Wilms tumor 1 associated protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44115]				3,540567e-03	0,5268413	 0,5219300	1,458396e-02	0,5384004	 0,5194699	 3	 0	 3
ENSG00000256250	0.6388702	---	novel transcript				1,374523e-02	0,6388702	 0,4693905	1,034038e-02	0,6468204	 0,4669305	 3	 0	 3
ENSG00000256789	0.6373111	---	novel transcript				1,577072e-02	0,6373111	 0,4930924	1,051410e-03	0,6449426	 0,4906324	 3	 1	 4
ENSG00000258691	0.5952390	---	novel protein				1,927780e-02	0,5952390	 0,3894328	2,753975e-03	0,6069041	 0,3869728	 2	 0	 2
ENSG00000259374	1.7387848	NDUFB4P11	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:45259]				6,572992e-03	1,7387848	 0,4838730	2,551788e-02	1,7180985	 0,4863330	 0	 2	 2
ENSG00000259827	2.0308768	---	novel transcript	6,398086e-11	2,0308768	 149,717903	3,235928e-20	2,0272546	 7,0038860	7,422529e-04	2,0242663	 7,0063457	 3	 3	 6
ENSG00000260426	2.1736837	---	novel transcript, overlapping novel protein				3,240466e-03	2,1736837	 0,4141106				 0	 2	 2
ENSG00000260532	1.5228552	---	novel transcript							3,507233e-02	1,5228552	 0,3447738	 0	 2	 2
ENSG00000261227	0.5629309	---	novel transcript				4,576808e-03	0,5629309	 0,5373284	4,455542e-03	0,5726807	 0,5348684	 3	 0	 3
ENSG00000262185	0.6654980	LINC02861	long intergenic non-protein coding RNA 2861 [Source:HGNC Symbol;Acc:HGNC:54406]				3,434818e-02	0,6654980	 0,4393255				 3	 1	 4
ENSG00000263011	0.6624186	---	novel transcript, sense overlapping ZNF205				3,337609e-02	0,6624186	 0,3903044				 3	 0	 3
ENSG00000264424	2.2137294	MYH4	myosin heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:7574]	4,675787e-02	2,2137294	   9,632889	7,453596e-04	2,2122628	 0,4514504	4,793696e-02	2,1500247	 0,4539104	 0	 2	 2
ENSG00000265142	1.5642664	MIR133A1HG	MIR133A1 host gene [Source:HGNC Symbol;Acc:HGNC:49594]				4,240251e-03	1,5642664	 0,7881762	4,603178e-02	1,5571357	 0,7906362	 3	 3	 6
ENSG00000266535	0.5927467	---	novel transcript, antisense ASIC2				2,725368e-02	0,5927467	 0,3690721				 2	 0	 2
ENSG00000266777	0.6485486	SH3GL1P1	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10835]				1,120284e-02	0,6485486	 0,5703831	2,527046e-02	0,6548060	 0,5679231	 3	 1	 4
ENSG00000267340	2.0335300	---	ribosomal protein, large, P1 (RPLP1) pseudogene	5,602052e-03	2,0335300	  21,666660	3,241346e-05	2,0288745	 1,0127762	1,266934e-02	2,0085328	 1,0152362	 1	 3	 4
ENSG00000267355	1.7193241	RPL9P29	ribosomal protein L9 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:35533]				1,525134e-02	1,7193241	 0,4024785	8,859150e-03	1,6959902	 0,4049386	 0	 2	 2
ENSG00000267422	1.5285075	---	increased sodium tolerance 1 homolog (yeast) (IST1) pseudogene				3,998035e-02	1,5285075	 0,3514228	2,784800e-03	1,5149427	 0,3538828	 0	 2	 2
ENSG00000267480	1.6417411	LINC02979	long intergenic non-protein coding RNA 2979 [Source:HGNC Symbol;Acc:HGNC:56043]				1,353639e-02	1,6417411	 0,4214224	7,367770e-03	1,6242937	 0,4238824	 0	 2	 2
ENSG00000268287	1.6210028	---	novel transcript				1,438455e-02	1,6210028	 0,4295383	1,648873e-02	1,6050582	 0,4319983	 0	 3	 3
ENSG00000268886	0.6299069	---	novel transcript, antisense to ZNF701				1,043284e-02	0,6299069	 0,6265500				 3	 2	 5
ENSG00000271503	0.4767531	CCL5	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]				2,957869e-03	0,4767531	 0,4574011	4,690455e-02	0,4925095	 0,4549411	 2	 0	 2
ENSG00000272622	0.6337950	---	novel transcript				3,994765e-02	0,6337950	 0,3239199	1,556847e-02	0,6455105	 0,3214598	 2	 0	 2
ENSG00000275494	1.5087794	---	novel transcript				2,530052e-02	1,5087794	 0,4612682				 2	 3	 5
ENSG00000276980	0.3937000	---	novel transcript, sense intronic C3	1,780031e-03	0,3937000	  19,057783	1,592022e-06	0,3927045	 0,8962865	1,548333e-03	0,4033833	 0,8938265	 3	 0	 3
ENSG00000277027	0.6571821	RMRP	RNA component of mitochondrial RNA processing endoribonuclease [Source:HGNC Symbol;Acc:HGNC:10031]				1,265870e-02	0,6571821	 0,4973367				 2	 2	 4
ENSG00000277301	1.5224044	---	novel transcript, antisense to NOL4L				3,606087e-02	1,5224044	 0,4048638	2,207768e-02	1,5108829	 0,4073238	 1	 3	 4
ENSG00000278367	0.6316377	---	novel transcript, antisense to PROCR				3,084545e-02	0,6316377	 0,3937387				 2	 0	 2
ENSG00000280057	1.8585595	---	TEC				7,982561e-03	1,8585595	 0,4397007	7,524369e-03	1,8273487	 0,4421607	 0	 2	 2
ENSG00000282458	1.5725653	WASH5P	WASP family homolog 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:33884]	4,515337e-03	1,5725653	  52,822355	1,768956e-06	1,5708150	 2,4721835				 3	 3	 6
ENSG00000283886	1.5531607	---	---				1,050225e-02	1,5531607	 0,4969476				 1	 2	 3
ENSG00000284284	0.6409703	MIR4712	microRNA 4712 [Source:HGNC Symbol;Acc:HGNC:41732]				5,315560e-03	0,6409703	 0,6842639				 3	 2	 5
ENSG00000284377	1.5343727	---	novel transcript	1,481856e-02	1,5343727	  24,384051	7,116480e-04	1,5315232	 1,1385235	1,372220e-03	1,5271849	 1,1409835	 3	 3	 6
ENSG00000284600	0.5673049	---	novel transcript, antisense to MYT1L	3,014769e-02	0,5673049	  14,186558	1,418657e-03	0,5660515	 0,6679430	2,084974e-04	0,5738222	 0,6654829	 3	 0	 3
ENSG00000284830	0.6388213	---	novel transcript	3,607960e-02	0,6388213	  18,152949	1,346665e-03	0,6367319	 0,8571684	1,464931e-02	0,6411647	 0,8547084	 3	 3	 6
ENSG00000285467	0.6379514	DHRS4L1	dehydrogenase/reductase 4 like 1 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:728635]				3,256315e-02	0,6379514	 0,4181148				 3	 0	 3
ENSG00000285940	0.6551594	---	novel transcript, antisense to CELF4				7,024724e-03	0,6551594	 0,7102814	3,174933e-02	0,6600333	 0,7078214	 3	 2	 5
ENSG00000286740	0.4623723	---	novel transcript, antisense to PAK7	3,850204e-02	0,4623723	  10,179282	1,173784e-03	0,4614529	 0,4787246	2,233554e-02	0,4773285	 0,4762646	 2	 0	 2
ENSG00000287243	0.5721547	THCAT155	thyroid cancer-associated transcript 155 [Source:NCBI gene (formerly Entrezgene);Acc:100129223]				6,439986e-04	0,5721547	 0,6320578				 2	 2	 4
ENSG00000288025	0.5487649	---	novel transcript, antisense to SCRG1				1,321847e-02	0,5487649	 0,3791377	1,526859e-03	0,5632800	 0,3766777	 2	 0	 2
ENSG00000288713	0.5641499	---	novel transcript	3,878263e-02	0,5641499	  12,812196	2,358564e-03	0,5627715	 0,6033376	3,347301e-04	0,5714773	 0,6008775	 3	 0	 3
ENSG00000288891	0.6642015	---	novel transcript				4,911387e-02	0,6642015	 0,3512829				 3	 0	 3
ENSG00000288958	0.6649409	---	novel transcript, antisense to METAP1D				3,448994e-02	0,6649409	 0,4016585				 3	 0	 3
ENSG00000289277	0.5875492	---	novel transcript				2,033976e-02	0,5875492	 0,3905152				 2	 0	 2
ENSG00000290421	0.6506324	---	novel transcript				4,550566e-02	0,6506324	 0,3359500	3,847240e-03	0,6610488	 0,3334900	 2	 0	 2
ENSG00000290943	1.6159945	ABCC6P2	ATP binding cassette subfamily C member 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33353]	4,421729e-02	1,6159945	  14,489098	3,307062e-03	1,6128937	 0,6767248	3,140443e-03	1,6029479	 0,6791848	 3	 3	 6
ENSG00000291020	1.6124961	---	novel transcript				8,125709e-03	1,6124961	 0,5695732	8,407053e-03	1,6007399	 0,5720332	 1	 3	 4
